Email No.,sent,received,reply,important,spam,draft,sender,Prediction
Email 1314,0,0,0,0,0,0,0,0
Email 1315,0,0,0,0,0,0,0,0
Email 1316,1,0,0,0,0,0,0,0
Email 1317,0,0,0,0,0,0,0,1
Email 1318,0,0,0,0,0,0,0,0
Email 1319,0,0,0,0,0,0,0,1
Email 1320,0,0,0,0,0,0,0,0
Email 1321,0,0,0,0,0,0,0,0
Email 1322,0,0,0,0,0,0,0,1
Email 1323,0,0,0,0,0,0,0,0
Email 1324,0,0,0,0,0,0,0,0
Email 1325,0,0,0,0,0,0,0,0
Email 1326,0,0,0,0,0,0,0,0
Email 1327,0,0,0,0,0,0,0,0
Email 1328,0,0,0,0,0,0,0,0
Email 1329,0,0,0,0,0,0,0,0
Email 1330,0,0,0,0,0,0,0,0
Email 1331,0,0,0,0,0,0,0,0
Email 1332,3,0,0,0,0,0,0,0
Email 1333,2,0,0,0,0,0,0,0
Email 1334,0,0,0,0,0,0,0,0
Email 1335,0,0,0,0,0,0,0,0
Email 1336,0,0,0,0,0,0,0,1
Email 1337,0,0,0,0,0,0,0,0
Email 1338,0,0,0,0,0,0,0,1
Email 1339,0,1,0,0,0,0,0,0
Email 1340,0,0,0,0,0,0,0,1
Email 1341,0,0,0,0,0,0,0,0
Email 1342,0,0,0,0,0,0,0,0
Email 1343,0,0,0,0,0,0,0,1
Email 1344,0,0,0,0,0,0,0,0
Email 1345,0,0,0,0,0,0,0,0
Email 1346,0,0,0,0,0,0,0,1
Email 1347,1,0,2,0,1,0,0,1
Email 1348,0,0,0,0,0,0,0,0
Email 1349,0,0,0,0,0,0,0,0
Email 1350,0,0,0,0,0,0,0,0
Email 1351,0,0,0,0,0,0,0,0
Email 1352,0,0,0,0,0,0,0,1
Email 1353,0,0,0,0,0,0,0,0
Email 1354,0,1,0,0,0,0,0,0
Email 1355,2,0,0,0,0,0,0,0
Email 1356,0,0,0,0,0,0,0,1
Email 1357,0,0,0,0,0,0,0,0
Email 1358,1,0,0,0,0,0,0,0
Email 1359,0,0,0,0,0,0,0,0
Email 1360,0,0,0,0,0,0,0,0
Email 1361,0,0,0,0,0,0,0,0
Email 1362,0,0,0,0,0,0,0,0
Email 1363,0,0,0,0,0,0,0,0
Email 1364,0,1,0,0,0,0,0,0
Email 1365,0,0,0,0,0,0,0,0
Email 1366,0,0,0,0,0,0,0,0
Email 1367,0,0,0,0,0,0,0,1
Email 1368,0,1,0,0,0,0,0,0
Email 1369,0,0,0,0,0,0,0,1
Email 1370,0,0,0,0,0,0,0,0
Email 1371,0,0,0,0,0,0,0,1
Email 1372,1,0,0,0,0,0,0,1
Email 1373,0,0,0,0,0,0,0,0
Email 1374,0,0,0,0,0,0,0,0
Email 1375,0,0,0,0,0,0,0,0
Email 1376,0,0,0,0,0,0,0,0
Email 1377,0,0,0,0,0,0,0,0
Email 1378,0,0,0,0,0,0,0,1
Email 1379,0,0,0,0,0,0,0,0
Email 1380,0,0,0,0,0,0,0,0
Email 1381,0,0,0,0,0,0,0,0
Email 1382,0,0,0,0,0,0,0,0
Email 1383,0,0,0,0,0,0,0,0
Email 1384,2,0,0,0,0,0,0,1
Email 1385,0,0,0,0,0,0,0,0
Email 1386,0,0,0,0,0,0,0,0
Email 1387,0,0,0,0,0,0,0,0
Email 1388,0,0,0,0,0,0,0,1
Email 1389,0,0,0,0,0,0,0,0
Email 1390,0,0,0,0,0,0,0,0
Email 1391,0,0,0,0,0,0,0,1
Email 1392,0,0,0,0,0,0,0,0
Email 1393,0,0,0,0,0,0,0,1
Email 1394,0,0,0,0,0,0,0,0
Email 1395,0,0,0,0,0,0,0,0
Email 1396,0,0,0,0,0,0,0,0
Email 1397,0,0,0,0,0,0,0,0
Email 1398,0,0,0,0,0,0,0,0
Email 1399,1,0,0,0,0,0,0,0
Email 1400,1,0,0,0,0,0,0,1
Email 1401,0,0,0,0,0,0,0,0
Email 1402,0,0,0,0,0,0,0,1
Email 1403,0,0,0,0,0,0,0,0
Email 1404,0,0,0,0,0,0,0,1
Email 1405,3,0,0,0,0,0,0,1
Email 1406,0,0,0,0,0,0,0,0
Email 1407,0,0,0,0,0,0,0,0
Email 1408,0,0,0,0,0,0,0,0
Email 1409,0,0,0,0,1,0,0,1
Email 1410,0,0,0,0,0,0,0,0
Email 1411,0,0,0,0,0,0,0,0
Email 1412,0,0,0,0,0,0,0,0
Email 1413,0,0,0,0,0,0,0,1
Email 1414,2,0,0,0,0,0,0,1
Email 1415,0,0,0,1,0,0,0,0
Email 1416,1,0,0,0,0,0,0,1
Email 1417,0,0,0,1,5,0,0,1
Email 1418,0,0,0,0,0,0,0,0
Email 1419,0,0,0,0,0,0,0,0
Email 1420,0,0,0,0,0,0,0,1
Email 1421,0,0,0,0,0,0,0,1
Email 1422,0,0,0,0,0,0,0,0
Email 1423,0,0,0,0,0,0,0,1
Email 1424,0,0,0,0,0,0,0,0
Email 1425,0,0,0,0,0,0,0,0
Email 1426,0,0,0,0,0,0,0,0
Email 1427,0,0,0,0,0,0,0,0
Email 1428,1,0,0,0,0,0,0,1
Email 1429,0,0,0,0,0,0,0,0
Email 1430,2,1,0,0,0,0,0,1
Email 1431,0,0,0,0,0,0,0,0
Email 1432,0,0,0,0,0,0,0,0
Email 1433,0,0,0,0,0,0,0,1
Email 1434,0,0,0,0,0,0,0,0
Email 1435,1,0,0,0,0,0,0,1
Email 1436,0,0,0,0,0,0,0,0
Email 1437,0,0,0,0,0,0,0,1
Email 1438,0,0,0,0,0,0,0,0
Email 1439,0,0,0,0,0,0,0,0
Email 1440,0,0,0,0,0,0,0,0
Email 1441,0,0,0,0,0,0,0,0
Email 1442,2,0,0,0,0,0,0,1
Email 1443,0,0,0,0,0,0,0,0
Email 1444,0,0,0,0,0,0,0,0
Email 1445,0,0,0,0,0,0,0,0
Email 1446,0,0,0,0,0,0,0,0
Email 1447,0,0,0,0,0,0,0,0
Email 1448,0,0,0,0,0,0,0,0
Email 1449,0,0,0,0,0,0,0,0
Email 1450,0,0,0,0,0,0,0,1
Email 1451,0,0,0,0,0,0,0,0
Email 1452,1,0,0,0,0,0,0,1
Email 1453,0,0,0,0,0,0,0,1
Email 1454,1,0,0,0,0,0,0,1
Email 1455,0,0,0,0,0,0,0,0
Email 1456,0,0,0,0,0,0,0,0
Email 1457,0,0,0,0,0,0,0,0
Email 1458,0,0,0,0,0,0,0,0
Email 1459,1,0,2,0,1,0,0,1
Email 1460,0,0,0,0,0,0,0,0
Email 1461,0,0,0,0,0,0,0,0
Email 1462,0,0,0,0,0,0,0,0
Email 1463,0,0,0,0,0,0,0,0
Email 1464,0,1,0,0,0,0,0,0
Email 1465,0,0,0,0,0,0,0,0
Email 1466,0,1,0,0,0,0,0,0
Email 1467,1,0,0,0,0,0,0,1
Email 1468,1,0,0,0,0,0,0,0
Email 1469,1,0,0,0,0,0,0,1
Email 1470,1,0,0,1,0,0,0,0
Email 1471,0,0,0,0,0,1,0,1
Email 1472,0,0,0,0,0,0,0,0
Email 1473,0,0,0,0,0,0,0,1
Email 1474,0,1,1,0,0,0,0,1
Email 1475,0,0,0,0,0,0,0,0
Email 1476,0,0,0,0,0,0,0,0
Email 1477,0,0,0,0,0,0,0,0
Email 1478,0,0,0,0,0,0,0,0
Email 1479,0,0,0,0,0,0,0,0
Email 1480,0,0,0,0,0,0,0,0
Email 1481,1,0,0,0,0,0,0,0
Email 1482,0,0,0,0,0,0,0,0
Email 1483,0,0,0,0,0,0,0,0
Email 1484,0,0,0,0,0,0,0,0
Email 1485,1,0,0,0,0,0,0,0
Email 1486,1,0,0,0,0,0,0,0
Email 1487,0,0,0,0,0,0,0,1
Email 1488,0,0,0,0,0,0,0,0
Email 1489,0,0,0,0,0,0,0,1
Email 1490,0,0,0,0,0,0,0,0
Email 1491,0,0,0,0,0,0,0,0
Email 1492,0,0,0,0,0,0,0,0
Email 1493,0,0,0,0,0,0,0,0
Email 1494,0,0,0,0,0,0,0,0
Email 1495,0,0,0,0,0,0,0,1
Email 1496,0,0,0,1,0,0,0,0
Email 1497,0,0,0,0,0,0,0,0
Email 1498,0,0,0,0,0,1,0,0
Email 1499,1,0,2,0,1,0,0,1
Email 1500,0,0,0,0,0,0,0,1
Email 1501,0,0,0,0,0,0,0,0
Email 1502,0,0,0,0,0,0,0,0
Email 1503,0,0,0,0,0,0,0,1
Email 1504,0,0,0,0,0,0,0,0
Email 1505,0,0,0,0,0,0,0,1
Email 1506,0,0,0,0,0,0,0,0
Email 1507,0,0,0,0,0,0,0,0
Email 1508,1,0,0,0,0,0,0,1
Email 1509,3,0,0,0,0,1,0,0
Email 1510,0,0,0,0,0,0,0,0
Email 1511,0,0,0,0,0,0,0,1
Email 1512,0,0,0,0,0,0,0,0
Email 1513,1,0,0,0,0,0,0,1
Email 1514,0,0,0,0,0,0,0,0
Email 1515,0,0,0,0,0,0,0,0
Email 1516,0,0,0,0,0,0,0,0
Email 1517,0,0,0,0,0,0,0,0
Email 1518,0,0,0,0,0,0,0,0
Email 1519,1,0,0,0,0,0,0,0
Email 1520,1,0,0,0,0,0,0,0
Email 1521,0,0,0,0,0,0,0,0
Email 1522,0,0,0,0,0,0,0,0
Email 1523,1,1,1,0,0,0,0,0
Email 1524,0,0,0,0,0,0,0,0
Email 1525,0,0,0,0,0,0,0,0
Email 1526,0,0,0,0,0,0,0,0
Email 1527,0,0,0,0,0,0,0,0
Email 1528,0,0,0,0,0,0,0,0
Email 1529,0,0,0,0,0,0,0,0
Email 1530,0,0,0,0,0,0,0,0
Email 1531,0,0,0,0,0,0,0,0
Email 1532,0,0,0,0,0,0,0,0
Email 1533,0,0,1,0,0,0,0,1
Email 1534,0,0,0,0,0,0,0,0
Email 1535,2,0,0,0,0,0,0,1
Email 1536,1,0,0,0,0,0,0,1
Email 1537,0,0,0,0,0,0,0,0
Email 1538,0,0,0,0,0,0,0,0
Email 1539,1,0,0,0,0,0,0,0
Email 1540,0,0,0,0,0,0,0,1
Email 1541,1,0,0,0,0,0,0,0
Email 1542,0,0,0,0,0,0,0,0
Email 1543,0,0,0,0,0,0,0,0
Email 1544,0,0,0,0,0,0,0,1
Email 1545,0,0,0,0,0,0,0,1
Email 1546,0,0,0,0,0,0,0,0
Email 1547,0,0,0,0,0,0,0,0
Email 1548,0,0,0,0,0,0,0,0
Email 1549,0,0,0,0,0,0,0,1
Email 1550,0,0,0,0,0,0,0,0
Email 1551,1,1,0,0,0,0,0,0
Email 1552,0,0,0,0,0,0,0,0
Email 1553,0,0,0,0,0,0,0,0
Email 1554,0,0,0,0,0,0,0,0
Email 1555,0,0,0,0,0,0,0,0
Email 1556,0,0,0,0,0,0,0,0
Email 1557,0,0,0,0,0,0,0,1
Email 1558,0,0,0,0,0,0,0,0
Email 1559,2,0,2,0,1,0,0,1
Email 1560,1,0,0,0,0,0,0,0
Email 1561,0,0,0,0,0,0,0,0
Email 1562,0,0,0,0,0,0,0,0
Email 1563,0,0,0,0,0,0,0,0
Email 1564,0,0,0,0,0,0,0,0
Email 1565,0,0,0,0,0,0,0,0
Email 1566,0,0,0,0,0,0,0,0
Email 1567,0,0,0,0,0,0,0,0
Email 1568,0,0,0,0,0,0,0,0
Email 1569,0,0,1,1,5,0,0,1
Email 1570,0,0,0,0,0,0,0,0
Email 1571,0,0,0,0,0,0,0,0
Email 1572,0,0,0,0,0,0,0,0
Email 1573,0,0,0,0,0,0,0,0
Email 1574,0,0,0,0,0,0,0,0
Email 1575,1,0,0,1,0,0,0,1
Email 1576,0,0,0,0,0,0,0,0
Email 1577,0,0,0,0,0,0,0,0
Email 1578,0,0,0,0,0,0,0,0
Email 1579,0,0,0,0,0,0,0,0
Email 1580,0,0,0,0,0,0,0,0
Email 1581,0,0,0,0,0,0,0,1
Email 1582,0,0,0,0,0,0,0,0
Email 1583,0,0,0,0,0,0,0,0
Email 1584,0,0,0,0,0,0,0,0
Email 1585,0,0,0,0,0,0,0,0
Email 1586,0,0,0,0,0,0,0,0
Email 1587,0,0,0,0,0,0,0,0
Email 1588,0,0,0,0,0,0,0,1
Email 1589,0,0,0,0,0,0,0,0
Email 1590,2,0,0,0,0,0,0,0
Email 1591,0,0,0,0,0,0,0,0
Email 1592,0,0,0,0,0,0,0,0
Email 1593,0,0,0,0,0,0,0,0
Email 1594,0,0,0,0,0,0,0,0
Email 1595,0,0,0,0,0,0,0,0
Email 1596,0,0,0,0,0,0,0,0
Email 1597,0,0,0,0,0,0,0,0
Email 1598,0,0,0,0,0,0,0,0
Email 1599,0,1,0,0,0,0,0,0
Email 1600,0,0,0,0,0,0,0,0
Email 1601,0,0,0,2,0,0,0,0
Email 1602,0,0,0,0,0,0,0,1
Email 1603,0,0,0,0,0,0,0,0
Email 1604,0,0,0,0,0,0,0,0
Email 1605,0,0,0,0,0,0,0,0
Email 1606,2,0,0,0,0,0,0,0
Email 1607,0,0,0,0,0,0,0,1
Email 1608,1,0,0,0,0,0,0,0
Email 1609,1,0,0,0,0,0,0,0
Email 1610,1,0,0,0,0,0,0,0
Email 1611,1,0,0,0,0,0,0,0
Email 1612,2,0,0,0,0,0,0,1
Email 1613,0,0,0,0,0,0,0,0
Email 1614,0,0,0,0,0,0,0,0
Email 1615,1,0,0,0,0,0,0,1
Email 1616,0,0,0,0,0,0,0,0
Email 1617,0,0,0,0,0,0,0,0
Email 1618,0,0,0,0,0,0,0,0
Email 1619,0,0,0,0,0,0,0,1
Email 1620,0,0,0,0,0,0,0,0
Email 1621,0,0,0,0,0,0,0,0
Email 1622,0,0,0,0,0,0,0,0
Email 1623,0,0,0,0,0,0,0,0
Email 1624,0,0,0,0,0,0,0,0
Email 1625,0,0,0,0,0,0,0,0
Email 1626,0,0,0,0,0,0,0,1
Email 1627,0,0,0,0,0,0,0,0
Email 1628,0,0,1,0,0,0,0,1
Email 1629,2,0,0,0,0,0,0,0
Email 1630,0,0,0,0,0,0,0,0
Email 1631,0,0,0,0,0,0,0,0
Email 1632,0,0,0,0,0,0,0,1
Email 1633,0,0,0,0,0,0,0,1
Email 1634,0,0,0,0,0,0,0,0
Email 1635,0,0,0,0,0,0,0,1
Email 1636,0,0,0,0,0,0,0,0
Email 1637,0,0,0,0,0,0,0,0
Email 1638,0,0,0,0,0,0,0,0
Email 1639,0,0,0,0,0,0,0,0
Email 1640,2,0,0,0,0,0,0,1
Email 1641,0,0,0,0,0,0,0,0
Email 1642,0,0,0,0,0,0,0,1
Email 1643,0,0,0,0,0,0,0,0
Email 1644,0,0,0,0,0,0,0,0
Email 1645,0,0,0,0,0,0,0,0
Email 1646,0,0,0,0,0,0,0,0
Email 1647,0,0,0,0,0,0,0,0
Email 1648,1,0,0,0,0,0,0,0
Email 1649,0,0,0,0,0,0,0,1
Email 1650,0,0,0,0,0,0,0,0
Email 1651,0,0,0,0,0,0,0,0
Email 1652,0,0,0,0,0,0,0,0
Email 1653,0,0,0,0,0,0,0,0
Email 1654,1,0,2,0,1,0,0,1
Email 1655,0,1,0,0,0,0,0,0
Email 1656,0,0,0,0,0,0,0,1
Email 1657,0,0,0,0,0,0,0,0
Email 1658,0,0,0,0,0,0,0,0
Email 1659,0,0,0,0,0,0,0,0
Email 1660,0,0,0,0,0,0,0,1
Email 1661,0,0,0,0,0,0,0,1
Email 1662,0,0,0,0,0,0,0,0
Email 1663,0,0,0,0,0,0,0,1
Email 1664,0,2,0,0,0,1,0,0
Email 1665,0,0,0,0,0,0,0,0
Email 1666,0,0,0,0,0,0,0,1
Email 1667,0,0,0,0,0,0,0,0
Email 1668,0,0,0,0,0,0,0,0
Email 1669,0,0,0,0,0,0,0,1
Email 1670,0,0,0,0,0,0,0,1
Email 1671,0,0,0,0,0,0,0,1
Email 1672,0,0,0,0,0,0,0,1
Email 1673,0,2,0,0,0,1,0,0
Email 1674,0,0,0,0,0,0,0,0
Email 1675,0,0,0,0,0,0,0,0
Email 1676,0,0,0,0,0,0,0,0
Email 1677,0,0,0,0,0,0,0,0
Email 1678,0,0,0,0,0,0,0,1
Email 1679,0,0,0,0,0,0,0,1
Email 1680,0,0,0,0,0,0,0,0
Email 1681,0,0,0,0,0,0,0,0
Email 1682,0,0,0,0,0,0,0,0
Email 1683,0,0,0,0,0,0,0,0
Email 1684,0,0,0,0,0,0,0,0
Email 1685,0,0,0,0,0,0,0,0
Email 1686,0,0,0,0,0,0,0,1
Email 1687,0,0,0,0,0,0,0,0
Email 1688,0,0,0,1,0,0,0,0
Email 1689,1,0,0,1,0,0,0,0
Email 1690,1,0,0,0,0,0,0,1
Email 1691,0,1,0,0,0,0,0,0
Email 1692,1,0,0,0,0,0,0,0
Email 1693,0,0,0,0,0,0,0,0
Email 1694,0,0,0,0,0,0,0,1
Email 1695,0,0,0,0,0,0,0,0
Email 1696,0,0,0,0,0,0,0,0
Email 1697,0,0,0,0,0,0,0,0
Email 1698,0,1,0,0,0,0,0,0
Email 1699,0,0,0,0,0,0,0,0
Email 1700,0,0,0,0,0,0,0,0
Email 1701,0,0,0,0,0,0,0,1
Email 1702,0,0,0,0,0,0,0,0
Email 1703,0,0,0,0,0,0,0,0
Email 1704,0,0,0,0,0,0,0,0
Email 1705,0,0,0,0,0,0,0,1
Email 1706,0,0,0,0,0,0,0,0
Email 1707,0,0,0,0,0,0,0,0
Email 1708,0,0,0,0,0,0,0,1
Email 1709,0,0,0,0,0,0,0,0
Email 1710,1,0,0,0,0,1,0,1
Email 1711,1,0,0,0,0,0,0,1
Email 1712,0,0,0,0,0,0,0,0
Email 1713,0,0,0,0,0,0,0,0
Email 1714,0,0,0,0,0,0,0,0
Email 1715,0,0,0,0,0,0,0,1
Email 1716,0,0,0,0,0,0,0,0
Email 1717,0,0,0,0,0,0,0,1
Email 1718,0,0,0,0,0,0,0,0
Email 1719,1,0,0,0,0,0,0,0
Email 1720,0,0,0,0,0,0,0,1
Email 1721,0,0,0,0,0,0,0,0
Email 1722,0,0,0,0,0,0,0,0
Email 1723,0,0,0,0,0,0,0,1
Email 1724,0,0,0,0,0,1,0,0
Email 1725,0,0,0,0,0,0,0,0
Email 1726,0,0,0,0,0,0,0,0
Email 1727,0,0,0,0,0,0,0,1
Email 1728,0,0,0,0,0,0,0,1
Email 1729,0,0,0,0,0,0,0,0
Email 1730,0,0,0,0,0,0,0,1
Email 1731,0,0,0,0,0,0,0,0
Email 1732,0,0,0,0,0,0,0,1
Email 1733,0,0,0,0,0,0,0,1
Email 1734,0,0,0,0,0,0,0,0
Email 1735,0,0,0,0,0,0,0,1
Email 1736,0,0,0,0,0,0,0,1
Email 1737,0,0,0,0,0,0,0,0
Email 1738,0,0,0,0,0,0,0,0
Email 1739,0,0,0,0,0,0,0,1
Email 1740,0,0,0,0,0,0,0,1
Email 1741,0,0,0,0,0,0,0,0
Email 1742,0,0,0,0,0,0,0,1
Email 1743,0,1,0,0,0,0,0,0
Email 1744,0,0,0,0,0,0,0,0
Email 1745,0,0,0,0,0,0,0,1
Email 1746,0,0,0,0,0,1,0,0
Email 1747,1,1,0,0,0,0,0,0
Email 1748,1,0,2,0,1,0,0,1
Email 1749,0,0,0,0,0,0,0,0
Email 1750,0,0,0,0,0,0,0,1
Email 1751,1,0,0,0,0,0,0,0
Email 1752,0,0,0,0,0,0,0,1
Email 1753,0,0,0,0,0,0,0,1
Email 1754,1,0,2,0,0,0,0,0
Email 1755,0,0,0,0,0,0,0,0
Email 1756,0,0,0,0,0,0,0,1
Email 1757,2,0,0,0,0,0,0,1
Email 1758,0,0,0,0,0,0,0,1
Email 1759,0,0,0,0,0,0,0,0
Email 1760,0,0,0,0,0,0,0,1
Email 1761,0,0,0,0,0,0,0,0
Email 1762,0,0,0,0,0,0,0,0
Email 1763,0,0,0,0,0,0,0,1
Email 1764,0,0,0,0,0,0,0,0
Email 1765,0,0,0,0,0,0,0,0
Email 1766,1,0,1,1,0,0,0,1
Email 1767,0,0,0,0,0,0,0,0
Email 1768,0,0,0,0,0,0,0,0
Email 1769,0,0,0,0,0,0,0,0
Email 1770,3,0,0,0,0,0,0,0
Email 1771,0,0,0,0,0,0,0,0
Email 1772,0,0,0,0,0,0,0,0
Email 1773,0,0,0,0,0,0,0,1
Email 1774,0,0,0,0,0,0,0,0
Email 1775,0,0,0,0,0,0,0,1
Email 1776,0,0,0,0,0,0,0,0
Email 1777,0,0,0,0,0,0,0,0
Email 1778,1,0,0,0,0,0,0,1
Email 1779,0,0,0,0,0,0,0,0
Email 1780,0,0,0,0,0,0,0,0
Email 1781,0,0,0,0,0,0,0,0
Email 1782,0,0,0,0,0,0,0,0
Email 1783,0,0,0,0,0,0,0,0
Email 1784,0,0,0,0,0,0,0,0
Email 1785,0,0,0,0,0,0,0,1
Email 1786,0,0,0,0,0,0,0,1
Email 1787,0,0,0,0,0,0,0,0
Email 1788,0,0,0,0,0,0,0,0
Email 1789,0,0,0,0,0,0,0,0
Email 1790,0,0,0,0,0,0,0,0
Email 1791,2,0,0,0,0,0,0,0
Email 1792,2,0,0,0,0,0,0,0
Email 1793,0,0,0,0,0,0,0,0
Email 1794,0,0,0,0,0,0,0,1
Email 1795,1,1,0,0,0,0,0,0
Email 1796,1,0,2,0,0,0,0,0
Email 1797,0,0,0,0,0,0,0,0
Email 1798,0,0,0,0,0,0,0,0
Email 1799,1,0,2,0,1,0,0,1
Email 1800,0,0,0,0,0,0,0,0
Email 1801,0,0,0,0,0,0,0,1
Email 1802,4,0,0,0,0,0,0,0
Email 1803,0,0,1,0,0,0,0,1
Email 1804,0,0,0,0,0,0,0,0
Email 1805,0,0,0,0,0,0,0,1
Email 1806,0,0,0,0,0,0,0,1
Email 1807,1,0,0,0,0,0,0,0
Email 1808,0,1,0,0,0,0,0,0
Email 1809,0,0,0,0,0,0,0,1
Email 1810,0,0,0,0,0,0,0,0
Email 1811,0,0,0,0,0,0,0,1
Email 1812,0,0,0,0,0,0,0,0
Email 1813,1,0,0,0,0,0,0,1
Email 1814,0,0,0,0,0,0,0,0
Email 1815,0,0,0,0,0,0,0,0
Email 1816,0,0,0,0,0,1,0,1
Email 1817,0,0,0,0,0,0,0,0
Email 1818,0,0,0,1,0,0,0,0
Email 1819,2,0,0,0,0,0,0,0
Email 1820,0,0,0,0,0,0,0,0
Email 1821,0,0,0,0,0,0,0,1
Email 1822,0,0,0,0,0,0,0,1
Email 1823,0,0,0,0,0,0,0,1
Email 1824,0,0,0,0,0,0,0,0
Email 1825,0,0,0,0,0,0,0,1
Email 1826,0,0,0,0,0,0,0,0
Email 1827,0,0,0,0,0,0,0,0
Email 1828,0,0,0,0,0,0,0,0
Email 1829,0,0,0,0,0,0,0,1
Email 1830,0,0,0,0,0,0,0,0
Email 1831,0,0,0,0,0,0,0,0
Email 1832,0,0,0,0,0,0,0,0
Email 1833,0,0,0,0,0,0,0,0
Email 1834,1,0,0,0,0,0,0,0
Email 1835,2,1,0,0,0,0,0,0
Email 1836,0,0,0,0,0,0,0,0
Email 1837,0,0,0,0,0,0,0,1
Email 1838,0,0,0,0,0,0,0,0
Email 1839,0,0,0,0,0,0,0,0
Email 1840,0,0,0,0,0,0,0,0
Email 1841,0,0,0,0,0,0,0,0
Email 1842,1,0,0,0,0,0,0,1
Email 1843,0,0,0,0,0,0,0,0
Email 1844,0,0,0,0,0,0,0,1
Email 1845,0,0,0,0,0,0,0,0
Email 1846,2,0,0,0,0,0,0,1
Email 1847,0,0,0,0,0,0,0,1
Email 1848,0,0,0,0,0,0,0,0
Email 1849,1,0,0,0,0,0,0,0
Email 1850,0,0,0,0,0,0,0,1
Email 1851,0,0,0,0,0,0,0,0
Email 1852,0,0,0,0,0,0,0,0
Email 1853,0,0,0,0,0,0,0,0
Email 1854,0,0,0,0,0,0,0,1
Email 1855,1,0,2,0,1,0,0,1
Email 1856,0,0,0,0,0,0,0,0
Email 1857,0,0,0,0,0,0,0,0
Email 1858,0,0,0,0,0,0,0,1
Email 1859,0,0,0,0,0,0,0,0
Email 1860,0,0,0,0,0,0,0,0
Email 1861,0,0,0,0,0,0,0,0
Email 1862,0,0,0,0,0,0,0,0
Email 1863,0,0,0,0,0,0,0,1
Email 1864,0,0,0,0,0,0,0,0
Email 1865,0,0,0,0,0,0,0,0
Email 1866,0,1,0,0,0,0,0,0
Email 1867,0,0,0,0,0,0,0,0
Email 1868,0,0,0,0,0,0,0,1
Email 1869,0,0,0,0,0,0,0,0
Email 1870,0,0,0,0,0,0,0,1
Email 1871,0,0,0,0,0,0,0,0
Email 1872,0,0,0,0,0,0,0,0
Email 1873,0,0,0,0,0,0,0,0
Email 1874,0,0,0,0,0,0,0,1
Email 1875,0,0,0,0,0,0,0,0
Email 1876,0,0,0,0,0,0,0,0
Email 1877,0,0,0,0,0,0,0,0
Email 1878,0,0,0,0,0,0,0,0
Email 1879,0,0,0,0,0,0,0,1
Email 1880,0,0,0,0,0,0,0,0
Email 1881,1,0,0,0,0,0,0,1
Email 1882,0,0,0,0,0,0,0,1
Email 1883,0,0,0,0,0,0,0,0
Email 1884,0,0,0,0,0,0,0,0
Email 1885,1,0,0,0,0,0,0,0
Email 1886,0,0,0,0,0,0,0,0
Email 1887,0,0,0,0,0,0,0,0
Email 1888,0,0,0,0,0,0,0,0
Email 1889,0,0,0,0,0,0,0,1
Email 1890,0,0,0,0,0,0,0,0
Email 1891,0,0,0,0,0,0,0,1
Email 1892,0,0,0,0,0,0,0,0
Email 1893,0,0,0,0,0,0,0,0
Email 1894,0,0,0,0,0,0,0,0
Email 1895,0,0,0,0,0,0,0,0
Email 1896,0,0,0,0,0,0,0,0
Email 1897,0,0,0,0,0,1,0,1
Email 1898,0,0,0,0,0,0,0,0
Email 1899,0,0,0,0,0,0,0,1
Email 1900,0,0,0,0,0,0,0,0
Email 1901,0,0,0,0,0,0,0,0
Email 1902,0,0,0,0,0,0,0,0
Email 1903,0,0,0,0,0,0,0,0
Email 1904,0,0,0,0,0,0,0,0
Email 1905,0,0,0,0,0,0,0,1
Email 1906,0,0,0,0,0,0,0,0
Email 1907,0,0,1,0,0,0,0,0
Email 1908,0,0,0,0,0,0,0,0
Email 1909,1,0,0,0,0,0,0,0
Email 1910,0,0,0,0,0,0,0,1
Email 1911,0,0,0,0,0,0,0,1
Email 1912,0,0,0,0,0,0,0,0
Email 1913,0,0,0,0,0,0,0,0
Email 1914,0,0,0,0,0,0,0,0
Email 1915,0,0,0,0,0,0,0,0
Email 1916,0,0,0,0,0,0,0,0
Email 1917,0,0,0,0,0,0,0,0
Email 1918,0,0,0,0,0,0,0,1
Email 1919,0,0,0,0,0,0,0,0
Email 1920,0,0,0,0,0,0,0,0
Email 1921,0,1,0,0,0,0,1,0
Email 1922,0,0,0,0,0,0,0,0
Email 1923,0,0,0,0,0,0,0,0
Email 1924,0,0,0,0,0,0,0,0
Email 1925,0,0,0,0,0,0,0,0
Email 1926,0,0,0,0,0,0,0,1
Email 1927,0,0,0,0,0,0,0,0
Email 1928,0,0,0,0,0,0,0,0
Email 1929,0,0,0,0,0,0,0,0
Email 1930,0,0,1,0,0,0,0,0
Email 1931,0,0,0,0,0,0,0,0
Email 1932,1,0,0,0,0,0,0,0
Email 1933,0,0,0,0,0,0,0,0
Email 1934,0,0,0,0,0,0,0,0
Email 1935,0,0,0,0,0,0,0,0
Email 1936,2,0,0,0,0,1,0,1
Email 1937,0,0,0,0,0,0,0,0
Email 1938,0,0,0,0,0,0,0,0
Email 1939,0,0,0,0,0,0,0,0
Email 1940,0,0,0,0,0,0,0,0
Email 1941,0,0,0,0,0,0,0,1
Email 1942,0,0,1,1,0,0,0,1
Email 1943,0,0,0,0,0,0,0,0
Email 1944,0,0,0,0,0,0,0,0
Email 1945,0,0,0,0,0,0,0,0
Email 1946,0,0,0,0,0,0,0,0
Email 1947,0,0,0,0,0,0,0,0
Email 1948,0,0,0,0,0,0,0,1
